-859707,31
-3884,2
-597305,5
-2242130,2
-5072256,3
-5928078,2
-4612729,2
-1587021,2
-1719636,3
-1390671,4
-1587280,1
-1257802,1
-863046,2
-796226,5
-927045,5
-1320776,11
-1254213,14
-1385542,22
-1451335,21
-1385540,40
-1451333,27
-1517126,15
-1253956,41
-1385029,94
-1385030,11
-1450823,20
-1517128,16
-1451080,9
-1385287,4
-1319494,7
-1516616,32
-1648202,29
-1779788,18
-1713741,1
-1582155,7
-1647948,3
-1845327,6
-1911374,17
-1845581,13
-1977167,12
-2108753,8
-1911120,3
-1976143,16
-1712971,11
-1844557,17
-1910350,14
-1778764,13
-1778766,3
-1713995,28
-1780045,6
-1648459,13
-1385799,16
-1122627,30
-991041,21
-925502,36
-859709,29
-925241,29
-859448,15
-793401,15
-859194,48
-924989,65
-1056577,49
-1122370,46
-1188161,97
-1253954,63
-1253952,55
-1188159,75
-1122366,106
-1122368,120
-1319747,53
-1253695,129
-1122879,54
-926270,26
-1122881,34
-1188674,34
-597564,1
-469828,5
-867666,2
-1201253,1
-3044997,1
-3506061,2
-2519166,1
-2520193,1
-7191496,1
-6139321,2
-2783878,2
-3046795,2
-2323842,2
-3904929,1
-2653836,1
-1072748,1
-2121073,1
-5865113,3
-2506590,149
-3887984,2
-4939902,1
-1190469,4
-794941,10
-991809,28
-926016,19
-1254981,11
-1320774,7
-1386567,8
-1517639,5
-1451592,10
-1188420,18
-1188163,42
-1450820,106
-1648199,30
-1518153,4
-1123908,11
-729920,5
-1321289,15
-1516877,2
-1253451,1
-1189450,1
-927305,1
-599621,1
-534341,2
-995919,3
-1654364,4
-1260120,7
-1063256,5
-471889,1
-668498,2
-1259606,6
-1192273,2
-138555,1
-862019,5
-664638,2
-1123906,18
-1385538,32
-1452873,5
-927299,9
-992322,13
-1189188,13
-1517385,12
-1648971,15
-1583948,4
-1518155,6
-1256011,8
-1321034,4
-1386829,1
-1517902,5
-1583695,1
-1649488,4
-1715281,6
-1847378,6
-1781585,7
-1584206,19
-1255241,3
-1189190,13
-1123397,10
-1057604,15
-728637,8
-860223,12
-1057602,15
-992063,30
-860477,25
-793914,23
-728121,10
-1255494,8
-1255496,11
-1189703,7
-1254983,8
-1452362,11
-1847121,4
-1781328,5
-1978707,1
-2505051,8
-2176086,3
-1912914,3
-2044500,2
-2110293,4
-1715535,2
-2768223,6
-2241879,1
-2636637,10
-2834016,9
-3097187,1
-2702429,3
-2439257,1
-2834015,1
-3228773,3
-3031394,3
-4215668,1
-3887216,3
-3031907,9
-3295079,7
-3821423,2
-4676732,1
-5334662,2
-4610939,2
-4545146,1
-4874111,1
-4808832,3
-5137797,3
-5532809,1
-5335430,1
-5401736,1
-6257045,2
-7046307,6
-6519963,1
-6191511,3
-6125718,5
-6388890,3
-6652063,4
-6388891,1
-6784418,1
-8889794,2
-8495036,1
-7113383,1
-7705520,1
-7771313,3
-6981797,1
-7047590,1
-5863316,2
-5008007,1
-6258074,3
-7376555,1
-8166071,2
-7902899,3
-6060695,1
-6060440,2
-6192539,1
-5863576,1
-6389920,2
-7113643,1
-7311022,1
-7705780,1
-7968952,2
-7639987,1
-7377329,1
-9153740,2
-9745877,2
-9680084,1
-10074842,1
-9087947,2
-9416398,2
-9942740,1
-9415883,2
-8428988,1
-7771058,3
-7639472,2
-7968437,2
-8362681,1
-8428474,2
-9152197,5
-8954818,1
-8231095,2
-8296888,1
-8625853,1
-8691646,2
-8034232,1
-8363197,2
-8757955,2
-7836851,1
-8494781,1
-9021125,1
-9547469,1
-8955332,1
-8757953,1
-9086918,4
-9613262,1
-10468571,1
-11258087,1
-11587054,1
-11520491,1
-10994149,1
-11257319,1
-12112628,1
-11783663,2
-10138838,2
-8889025,1
-9086404,2
-9217990,1
-9020610,1
-8823231,2
-9546954,1
-10665435,1
-10797019,1
-10139091,1
-10403290,1
-11258600,1
-10271705,1
-8824259,1
-8363708,3
-8232122,2
-7837364,2
-7771571,1
-9219017,2
-8890054,1
-8495296,1
-9284299,1
-10205401,1
-10534366,1
-9876436,2
-8823232,2
-8757439,1
-8494267,3
-8231609,1
-9152711,1
-10205654,2
-10403033,2
-9745103,1
-9284552,3
-9810896,1
-7837106,1
-7508141,1
-11060963,2
-10731226,1
-9612745,2
-6651801,2
-1454154,4
-1387848,12
-1519434,4
-1189953,8
-1255746,6
-1189440,24
-1255232,4
-1189439,7
-1123646,6
-1583683,6
-1714756,11
-1648963,20
-1517377,33
-1583170,25
-1649476,4
-1517890,11
-1452097,13
-1386304,28
-1386818,1
-1452611,1
-1254718,58
-1123647,32
-1255233,16
-1321026,8
-1321028,10
-1386569,6
-1386570,3
-1452363,4
-1715018,5
-1780811,4
-1846604,3
-1649225,6
-1780298,10
-1911884,3
-2043470,1
-1714505,4
-2109263,3
-2175056,2
-2240849,1
-2174797,2
-2043211,3
-1977418,1
-1845832,7
-1780039,5
-1582917,10
-1517124,12
-1583171,4
-1648964,12
-1451585,18
-1386049,32
-1451842,24
-1517635,10
-1189442,47
-1123649,55
-1255235,22
-1452614,6
-1583946,3
-1190471,10
-1124678,4
-1189701,7
-1255492,11
-1321285,13
-1386821,5
-1320256,65
-1188670,83
-1254463,78
-1385792,30
-1319999,40
-1385791,41
-1319998,69
-1648450,8
-1845829,15
-1911876,1
-1780290,6
-1714495,19
-1780288,16
-1648700,17
-1517114,12
-1451321,11
-1582907,4
-1648702,38
-1582909,30
-1451836,21
-1386043,21
-1517629,10
-1649215,12
-1583422,7
-1057856,49
-2084,1
-4140,3
-1979215,10
-4019568,4
-5335941,2
-4021362,3
-731971,1
-930120,2
-732741,6
-140350,1
-666180,2
-402495,1
-72762,1
-334908,1
-4403,1
-201525,2
-267061,7
-201266,7
-135473,3
-69680,2
-69682,4
-200755,2
-200756,2
-266806,2
-201013,2
-135220,1
-332342,1
-398135,2
-529721,5
-661307,3
-595260,4
-463674,1
-529467,1
-595514,2
-727100,1
-792893,2
-858432,3
-791869,1
-528697,4
-397111,1
-594490,2
-660283,1
-726076,1
-398392,2
-69939,2
-4146,3
-3889,7
-3886,3
-3370,1
-3368,3
-3114,1
-3373,1
-3630,2
-135475,2
-3628,2
-3371,3
-3887,4
-332593,1
-5168,11
-3115,1
-70193,2
-71220,2
-5937,1
-407115,2
-147795,1
-3308169,1
-4821921,1
-4559263,1
-2585473,2
-7586254,1
-4428190,2
-1138540,1
-1862776,1
-2455428,2
-4627880,1
-2258562,1
-1268844,1
-4620692,2
-4615046,3
-664386,3
-4743293,1
-2505561,5
-4653,2
-4397,2
-3883,2
-3629,1
-4143,3
-70707,8
-4914,5
-3117,1
-267572,1
-5170,1
-137013,1
-70709,6
-135735,1
-202042,2
-4915,1
-6455,2
-6966,1
-273478,1
-1524058,2
-1853538,1
-1985637,1
-2446447,1
-3564928,3
-4419980,2
-6853292,2
-6917801,2
-929352,4
-5167,1
-6195,1
-4910,3
-5165,3
-135471,1
-69678,1
-334392,1
-5940,2
-4913,1
-135986,1
-333111,3
-202295,9
-136760,1
-70967,1
-136503,6
-136249,4
-267835,3
-4663,2
-70456,1
-268346,2
-334139,1
-202553,1
-4659,5
-4402,2
-4400,3
-4657,2
-4911,4
-4141,1
-4398,1
-5427,3
-5429,2
-136502,8
-399674,3
-530491,3
-333882,4
-399675,1
-727870,3
-597054,1
-464698,3
-267319,1
-268089,4
-398905,3
-728640,1
-465468,2
-531260,1
-333881,1
-71222,2
-5172,2
-334394,1
-465980,2
-202808,1
-531773,2
-400701,2
-664127,3
-598334,1
-335675,1
-401468,1
-401214,3
-6456,1
-401727,2
-730692,2
-204348,1
-335934,1
-664899,2
-204349,1
-1191243,3
-994634,2
-665669,1
-1060427,1
-1389392,4
-1455185,3
-1718357,3
-2113115,7
-1915736,7
-2244701,7
-2507873,51
-1915994,3
-1718617,1
-1521238,2
-1652824,1
-1915996,1
-2244961,2
-2508133,1
-2639719,1
-2310754,2
-2771305,5
-2706026,1
-2969198,1
-3100270,1
-2640233,1
-3165548,12
-3231341,11
-3297134,15
-3362927,5
-3362413,2
-3165034,7
-3428206,1
-3559792,4
-3691378,3
-3757171,5
-3493999,2
-3888757,1
-3626101,2
-3889273,3
